date,area,average_price,code,houses_sold,no_of_crimes,borough_flag
2019-05-01,enfield,388337,E09000010,158,2451,1
2019-06-01,enfield,391342,E09000010,201,2602,1
2019-07-01,enfield,387867,E09000010,209,2711,1
2019-08-01,enfield,393602,E09000010,256,2364,1
2019-09-01,enfield,386682,E09000010,222,2542,1
2019-10-01,enfield,393802,E09000010,234,2662,1
2019-11-01,enfield,393860,E09000010,227,2798,1
2019-12-01,enfield,401981,E09000010,NaN,2536,1
2012-01-01,greenwich,228109,E09000011,180,1830,1
2012-02-01,greenwich,230169,E09000011,210,1618,1
2012-03-01,greenwich,232273,E09000011,317,1853,1
2012-04-01,greenwich,233684,E09000011,174,1675,1
2012-05-01,greenwich,235996,E09000011,224,1939,1
2012-06-01,greenwich,238693,E09000011,273,1971,1
2012-07-01,greenwich,241183,E09000011,226,1872,1
2012-08-01,greenwich,241372,E09000011,256,1887,1
2012-09-01,greenwich,240644,E09000011,190,1583,1
2012-10-01,greenwich,240144,E09000011,225,1755,1
2012-11-01,greenwich,239733,E09000011,249,1803,1
2012-12-01,greenwich,241770,E09000011,240,1693,1
2013-01-01,greenwich,243318,E09000011,187,1798,1
2013-02-01,greenwich,244673,E09000011,182,1595,1
2013-03-01,greenwich,246865,E09000011,271,1541,1
2013-04-01,greenwich,246977,E09000011,187,1627,1
2013-05-01,greenwich,249863,E09000011,263,1559,1
2013-06-01,greenwich,248787,E09000011,271,1632,1
2013-07-01,greenwich,251706,E09000011,315,1733,1
2013-08-01,greenwich,254633,E09000011,353,1574,1
2013-09-01,greenwich,258940,E09000011,349,1638,1
2013-10-01,greenwich,260391,E09000011,395,1805,1
2013-11-01,greenwich,263672,E09000011,393,1727,1
2013-12-01,greenwich,270966,E09000011,368,1513,1
2014-01-01,greenwich,276452,E09000011,341,1627,1
2014-02-01,greenwich,278805,E09000011,299,1531,1
2014-03-01,greenwich,276157,E09000011,272,1665,1
2014-04-01,greenwich,283714,E09000011,340,1647,1
2014-05-01,greenwich,290617,E09000011,567,1693,1
2014-06-01,greenwich,305405,E09000011,435,1867,1
2014-07-01,greenwich,304856,E09000011,497,1991,1
2014-08-01,greenwich,313802,E09000011,428,1603,1
2014-09-01,greenwich,311769,E09000011,405,1840,1
2014-10-01,greenwich,313948,E09000011,373,1788,1
2014-11-01,greenwich,311783,E09000011,320,1732,1
2014-12-01,greenwich,312911,E09000011,348,1640,1
2015-01-01,greenwich,317461,E09000011,351,1819,1
2015-02-01,greenwich,317091,E09000011,367,1586,1
2015-03-01,greenwich,315069,E09000011,290,1821,1
2015-04-01,greenwich,313539,E09000011,242,1740,1
2015-05-01,greenwich,319770,E09000011,286,1848,1
2015-06-01,greenwich,328022,E09000011,324,1789,1
2015-07-01,greenwich,338279,E09000011,411,1890,1
2015-08-01,greenwich,341028,E09000011,325,1795,1
2015-09-01,greenwich,341716,E09000011,427,1745,1
2015-10-01,greenwich,343040,E09000011,379,1839,1
2015-11-01,greenwich,346944,E09000011,443,1919,1
2015-12-01,greenwich,360228,E09000011,456,1823,1
2016-01-01,greenwich,365319,E09000011,263,1916,1
2016-02-01,greenwich,365734,E09000011,334,1747,1
2016-03-01,greenwich,360461,E09000011,579,1903,1
2016-04-01,greenwich,366843,E09000011,207,1870,1
2016-05-01,greenwich,376366,E09000011,198,1934,1
2016-06-01,greenwich,380772,E09000011,306,2071,1
2016-07-01,greenwich,379564,E09000011,258,2133,1
2016-08-01,greenwich,379424,E09000011,392,1992,1
2016-09-01,greenwich,378395,E09000011,317,2015,1
2016-10-01,greenwich,374524,E09000011,346,2052,1
2016-11-01,greenwich,371158,E09000011,281,1952,1
2016-12-01,greenwich,374293,E09000011,321,1946,1
2017-01-01,greenwich,376668,E09000011,259,2110,1
2017-02-01,greenwich,380159,E09000011,219,1932,1
2017-03-01,greenwich,378680,E09000011,282,2246,1
2017-04-01,greenwich,383770,E09000011,234,2049,1
2017-05-01,greenwich,384705,E09000011,258,2209,1
2017-06-01,greenwich,395263,E09000011,407,2121,1
2017-07-01,greenwich,404447,E09000011,307,2277,1
2017-08-01,greenwich,407505,E09000011,269,2106,1
2017-09-01,greenwich,408407,E09000011,350,2117,1
2017-10-01,greenwich,399907,E09000011,384,2326,1
2017-11-01,greenwich,395636,E09000011,309,2044,1
2017-12-01,greenwich,385851,E09000011,258,1988,1
2018-01-01,greenwich,386739,E09000011,207,2054,1
2018-02-01,greenwich,387993,E09000011,234,1771,1
2018-03-01,greenwich,387587,E09000011,265,1950,1
2018-04-01,greenwich,383039,E09000011,292,2092,1
2018-05-01,greenwich,386676,E09000011,318,2254,1
2018-06-01,greenwich,388829,E09000011,312,2216,1
2018-07-01,greenwich,389348,E09000011,398,2277,1
2018-08-01,greenwich,387225,E09000011,343,2086,1
2018-09-01,greenwich,392511,E09000011,282,2238,1
2018-10-01,greenwich,395920,E09000011,341,2280,1
2018-11-01,greenwich,388355,E09000011,309,2237,1
2018-12-01,greenwich,385911,E09000011,191,2258,1
2019-01-01,greenwich,385703,E09000011,273,2238,1
2019-02-01,greenwich,391956,E09000011,246,2050,1
2019-03-01,greenwich,386027,E09000011,269,2401,1
2019-04-01,greenwich,382294,E09000011,232,2348,1
2019-05-01,greenwich,381143,E09000011,246,2429,1
2019-06-01,greenwich,388062,E09000011,207,2489,1
2019-07-01,greenwich,396728,E09000011,212,2568,1
2019-08-01,greenwich,396339,E09000011,308,2578,1
2019-09-01,greenwich,398331,E09000011,279,2579,1
2019-10-01,greenwich,394952,E09000011,243,2482,1
2019-11-01,greenwich,397157,E09000011,217,2496,1
2019-12-01,greenwich,398530,E09000011,NaN,2201,1
2012-01-01,hackney,324159,E09000012,128,2322,1
2012-02-01,hackney,310733,E09000012,198,2076,1
2012-03-01,hackney,309637,E09000012,220,2687,1
2012-04-01,hackney,311295,E09000012,153,2353,1
2012-05-01,hackney,316721,E09000012,190,2488,1
2012-06-01,hackney,321176,E09000012,216,2524,1
2012-07-01,hackney,324416,E09000012,218,2423,1
2012-08-01,hackney,333002,E09000012,288,2389,1
2012-09-01,hackney,337489,E09000012,298,2164,1
2012-10-01,hackney,334253,E09000012,233,2569,1
2012-11-01,hackney,340411,E09000012,224,2338,1
2012-12-01,hackney,342620,E09000012,252,2238,1
2013-01-01,hackney,350965,E09000012,157,2114,1
2013-02-01,hackney,352971,E09000012,161,2065,1
2013-03-01,hackney,355011,E09000012,192,2142,1
2013-04-01,hackney,357096,E09000012,217,2163,1
2013-05-01,hackney,358152,E09000012,259,2238,1
2013-06-01,hackney,362161,E09000012,243,2311,1
2013-07-01,hackney,368133,E09000012,272,2422,1
2013-08-01,hackney,379508,E09000012,298,2302,1
2013-09-01,hackney,394813,E09000012,230,2112,1
2013-10-01,hackney,392765,E09000012,208,2266,1
2013-11-01,hackney,397692,E09000012,244,2176,1
2013-12-01,hackney,402761,E09000012,239,1978,1
2014-01-01,hackney,415053,E09000012,169,2004,1
2014-02-01,hackney,423298,E09000012,256,1870,1
2014-03-01,hackney,433503,E09000012,212,2190,1
2014-04-01,hackney,440755,E09000012,246,1988,1
2014-05-01,hackney,452304,E09000012,226,2075,1
2014-06-01,hackney,460255,E09000012,310,2179,1
2014-07-01,hackney,469550,E09000012,280,2142,1
2014-08-01,hackney,480141,E09000012,244,2061,1
2014-09-01,hackney,481366,E09000012,266,2102,1
2014-10-01,hackney,483110,E09000012,282,2262,1
2014-11-01,hackney,466708,E09000012,206,2273,1
2014-12-01,hackney,470619,E09000012,221,2054,1
2015-01-01,hackney,469391,E09000012,194,2117,1
2015-02-01,hackney,480168,E09000012,167,2114,1
2015-03-01,hackney,477175,E09000012,176,2342,1
2015-04-01,hackney,494045,E09000012,243,2216,1
2015-05-01,hackney,506157,E09000012,229,2434,1
2015-06-01,hackney,515433,E09000012,311,2498,1
2015-07-01,hackney,519469,E09000012,369,2463,1
2015-08-01,hackney,525032,E09000012,336,2237,1
2015-09-01,hackney,523696,E09000012,215,2098,1
2015-10-01,hackney,522113,E09000012,235,2362,1
2015-11-01,hackney,520052,E09000012,213,2258,1
2015-12-01,hackney,528858,E09000012,234,2151,1
2016-01-01,hackney,546502,E09000012,157,2172,1
2016-02-01,hackney,556675,E09000012,162,2089,1
2016-03-01,hackney,566461,E09000012,383,2253,1
2016-04-01,hackney,535303,E09000012,155,2277,1
2016-05-01,hackney,515687,E09000012,175,2471,1
2016-06-01,hackney,500430,E09000012,178,2730,1
2016-07-01,hackney,515654,E09000012,186,2652,1
2016-08-01,hackney,525755,E09000012,200,2648,1
2016-09-01,hackney,537761,E09000012,162,2517,1
2016-10-01,hackney,546368,E09000012,212,2530,1
2016-11-01,hackney,557602,E09000012,239,2380,1
2016-12-01,hackney,548758,E09000012,247,2413,1
2017-01-01,hackney,561445,E09000012,179,2389,1
2017-02-01,hackney,551580,E09000012,169,2532,1
2017-03-01,hackney,535380,E09000012,208,2964,1
2017-04-01,hackney,513916,E09000012,172,2648,1
2017-05-01,hackney,504455,E09000012,164,2809,1
2017-06-01,hackney,533173,E09000012,144,2848,1
2017-07-01,hackney,547196,E09000012,218,3008,1
2017-08-01,hackney,572398,E09000012,210,2578,1
2017-09-01,hackney,575544,E09000012,180,2419,1
2017-10-01,hackney,574425,E09000012,199,2674,1
2017-11-01,hackney,561529,E09000012,167,2606,1
2017-12-01,hackney,557025,E09000012,269,2352,1
2018-01-01,hackney,551719,E09000012,171,2454,1
2018-02-01,hackney,553682,E09000012,142,2134,1
2018-03-01,hackney,533507,E09000012,138,2329,1
2018-04-01,hackney,529850,E09000012,141,2497,1
2018-05-01,hackney,540775,E09000012,154,2702,1
2018-06-01,hackney,552611,E09000012,177,2574,1
2018-07-01,hackney,553833,E09000012,203,2749,1
2018-08-01,hackney,544979,E09000012,239,2625,1
2018-09-01,hackney,537611,E09000012,202,2684,1
2018-10-01,hackney,545516,E09000012,148,2882,1
2018-11-01,hackney,543467,E09000012,141,2878,1
2018-12-01,hackney,548135,E09000012,142,2739,1
2019-01-01,hackney,527573,E09000012,155,2719,1
2019-02-01,hackney,532875,E09000012,171,2526,1
2019-03-01,hackney,556213,E09000012,203,2882,1
2019-04-01,hackney,572994,E09000012,130,2852,1
2019-05-01,hackney,563073,E09000012,137,2909,1
2019-06-01,hackney,549879,E09000012,108,2831,1
2019-07-01,hackney,558792,E09000012,216,3314,1
2019-08-01,hackney,570665,E09000012,180,3027,1
2019-09-01,hackney,575846,E09000012,134,2954,1
2019-10-01,hackney,569477,E09000012,165,2927,1
2019-11-01,hackney,562039,E09000012,132,2788,1
2019-12-01,hackney,556680,E09000012,NaN,2680,1
2012-01-01,hammersmith and fulham,509472,E09000013,185,1802,1
2012-02-01,hammersmith and fulham,518105,E09000013,155,1787,1
2012-03-01,hammersmith and fulham,530217,E09000013,225,1958,1
2012-04-01,hammersmith and fulham,554482,E09000013,232,1896,1
2012-05-01,hammersmith and fulham,552495,E09000013,209,2048,1
2012-06-01,hammersmith and fulham,568853,E09000013,220,1875,1
2012-07-01,hammersmith and fulham,580568,E09000013,265,1938,1
2012-08-01,hammersmith and fulham,592532,E09000013,258,1876,1
2012-09-01,hammersmith and fulham,588824,E09000013,222,1839,1
2012-10-01,hammersmith and fulham,603876,E09000013,213,1917,1
2012-11-01,hammersmith and fulham,594073,E09000013,216,1866,1
2012-12-01,hammersmith and fulham,611487,E09000013,196,1747,1
2013-01-01,hammersmith and fulham,601380,E09000013,213,1702,1
2013-02-01,hammersmith and fulham,618330,E09000013,166,1530,1
2013-03-01,hammersmith and fulham,616967,E09000013,202,1548,1
2013-04-01,hammersmith and fulham,610841,E09000013,221,1552,1
2013-05-01,hammersmith and fulham,619405,E09000013,225,1654,1
2013-06-01,hammersmith and fulham,608411,E09000013,251,1553,1
2013-07-01,hammersmith and fulham,626507,E09000013,342,1635,1
2013-08-01,hammersmith and fulham,625932,E09000013,306,1581,1
2013-09-01,hammersmith and fulham,656485,E09000013,306,1574,1
2013-10-01,hammersmith and fulham,663808,E09000013,258,1738,1
2013-11-01,hammersmith and fulham,663613,E09000013,254,1737,1
2013-12-01,hammersmith and fulham,666670,E09000013,269,1539,1
2014-01-01,hammersmith and fulham,666572,E09000013,289,1595,1
2014-02-01,hammersmith and fulham,682454,E09000013,207,1323,1
2014-03-01,hammersmith and fulham,681088,E09000013,186,1515,1
2014-04-01,hammersmith and fulham,691362,E09000013,253,1574,1
2014-05-01,hammersmith and fulham,696569,E09000013,240,1793,1
2014-06-01,hammersmith and fulham,713339,E09000013,277,1649,1
2014-07-01,hammersmith and fulham,740943,E09000013,288,1624,1
2014-08-01,hammersmith and fulham,762631,E09000013,296,1655,1
2014-09-01,hammersmith and fulham,773678,E09000013,233,1632,1
2014-10-01,hammersmith and fulham,763041,E09000013,232,1792,1
2014-11-01,hammersmith and fulham,746424,E09000013,182,1878,1
2014-12-01,hammersmith and fulham,735096,E09000013,187,1722,1
2015-01-01,hammersmith and fulham,732364,E09000013,160,1679,1
2015-02-01,hammersmith and fulham,735010,E09000013,148,1505,1
2015-03-01,hammersmith and fulham,743179,E09000013,162,1763,1
2015-04-01,hammersmith and fulham,751604,E09000013,192,1720,1
2015-05-01,hammersmith and fulham,763257,E09000013,223,1788,1
2015-06-01,hammersmith and fulham,770977,E09000013,255,1662,1
2015-07-01,hammersmith and fulham,772832,E09000013,262,1739,1
2015-08-01,hammersmith and fulham,780423,E09000013,218,1604,1
2015-09-01,hammersmith and fulham,779596,E09000013,237,1603,1
2015-10-01,hammersmith and fulham,766034,E09000013,229,1834,1
2015-11-01,hammersmith and fulham,762769,E09000013,186,1818,1
2015-12-01,hammersmith and fulham,771960,E09000013,176,1764,1
2016-01-01,hammersmith and fulham,770697,E09000013,152,1637,1
2016-02-01,hammersmith and fulham,773193,E09000013,184,1645,1
2016-03-01,hammersmith and fulham,765505,E09000013,427,1701,1
2016-04-01,hammersmith and fulham,778280,E09000013,133,1746,1
2016-05-01,hammersmith and fulham,774019,E09000013,145,1970,1
2016-06-01,hammersmith and fulham,778276,E09000013,176,1799,1
2016-07-01,hammersmith and fulham,759729,E09000013,206,1747,1
2016-08-01,hammersmith and fulham,749875,E09000013,149,1841,1
2016-09-01,hammersmith and fulham,730646,E09000013,166,1694,1
2016-10-01,hammersmith and fulham,720857,E09000013,160,1782,1
2016-11-01,hammersmith and fulham,723130,E09000013,147,1633,1
2016-12-01,hammersmith and fulham,736963,E09000013,158,1704,1
2017-01-01,hammersmith and fulham,755421,E09000013,162,1622,1
2017-02-01,hammersmith and fulham,764387,E09000013,157,1536,1
2017-03-01,hammersmith and fulham,751021,E09000013,174,1892,1
2017-04-01,hammersmith and fulham,773941,E09000013,184,1668,1
2017-05-01,hammersmith and fulham,755143,E09000013,174,1865,1
2017-06-01,hammersmith and fulham,755917,E09000013,200,1826,1
2017-07-01,hammersmith and fulham,751824,E09000013,197,1894,1
2017-08-01,hammersmith and fulham,781175,E09000013,162,1881,1
2017-09-01,hammersmith and fulham,758911,E09000013,151,1682,1
2017-10-01,hammersmith and fulham,750648,E09000013,191,1865,1
2017-11-01,hammersmith and fulham,741539,E09000013,198,2086,1
2017-12-01,hammersmith and fulham,742878,E09000013,200,1901,1
2018-01-01,hammersmith and fulham,724501,E09000013,171,1756,1
2018-02-01,hammersmith and fulham,711087,E09000013,190,1723,1
2018-03-01,hammersmith and fulham,728771,E09000013,230,1777,1
2018-04-01,hammersmith and fulham,710090,E09000013,178,1734,1
2018-05-01,hammersmith and fulham,712342,E09000013,204,1911,1
2018-06-01,hammersmith and fulham,712979,E09000013,171,1818,1
2018-07-01,hammersmith and fulham,736864,E09000013,212,1958,1
2018-08-01,hammersmith and fulham,738219,E09000013,183,1796,1
2018-09-01,hammersmith and fulham,730652,E09000013,184,1937,1
2018-10-01,hammersmith and fulham,738746,E09000013,187,1951,1
2018-11-01,hammersmith and fulham,728693,E09000013,163,1908,1
2018-12-01,hammersmith and fulham,733360,E09000013,154,1858,1
2019-01-01,hammersmith and fulham,722045,E09000013,110,1803,1
2019-02-01,hammersmith and fulham,718622,E09000013,113,1826,1
2019-03-01,hammersmith and fulham,718008,E09000013,127,2006,1
2019-04-01,hammersmith and fulham,713365,E09000013,128,2050,1
2019-05-01,hammersmith and fulham,713548,E09000013,136,2039,1
2019-06-01,hammersmith and fulham,712179,E09000013,116,1989,1
2019-07-01,hammersmith and fulham,722627,E09000013,178,2192,1
2019-08-01,hammersmith and fulham,729313,E09000013,179,2048,1
2019-09-01,hammersmith and fulham,733133,E09000013,143,1958,1
2019-10-01,hammersmith and fulham,720882,E09000013,174,2101,1
2019-11-01,hammersmith and fulham,718071,E09000013,136,2019,1
2019-12-01,hammersmith and fulham,725991,E09000013,NaN,1924,1
2012-01-01,haringey,319503,E09000014,178,2148,1
2012-02-01,haringey,323170,E09000014,171,1956,1
2012-03-01,haringey,325928,E09000014,221,2388,1
2012-04-01,haringey,331233,E09000014,149,1995,1
2012-05-01,haringey,337371,E09000014,177,2300,1
2012-06-01,haringey,342146,E09000014,181,2166,1
2012-07-01,haringey,343104,E09000014,270,2146,1
2012-08-01,haringey,347970,E09000014,265,1977,1
2012-09-01,haringey,352264,E09000014,206,1893,1
2012-10-01,haringey,353667,E09000014,201,2003,1
2012-11-01,haringey,350272,E09000014,227,2040,1
2012-12-01,haringey,349603,E09000014,197,1775,1
2013-01-01,haringey,351746,E09000014,207,1846,1
2013-02-01,haringey,355899,E09000014,174,1536,1
2013-03-01,haringey,360946,E09000014,174,1702,1
2013-04-01,haringey,360084,E09000014,175,1697,1
2013-05-01,haringey,362275,E09000014,214,1660,1
2013-06-01,haringey,351242,E09000014,224,1987,1
2013-07-01,haringey,364192,E09000014,257,1935,1
2013-08-01,haringey,374891,E09000014,259,1729,1
2013-09-01,haringey,398046,E09000014,231,1624,1
2013-10-01,haringey,399199,E09000014,264,1933,1
2013-11-01,haringey,398221,E09000014,237,1913,1
2013-12-01,haringey,390063,E09000014,249,1913,1
2014-01-01,haringey,402646,E09000014,243,1870,1
2014-02-01,haringey,400242,E09000014,217,1797,1
2014-03-01,haringey,404695,E09000014,231,2019,1
2014-04-01,haringey,402451,E09000014,227,1771,1
2014-05-01,haringey,420346,E09000014,236,1985,1
2014-06-01,haringey,436432,E09000014,243,2027,1
2014-07-01,haringey,447313,E09000014,280,1964,1
2014-08-01,haringey,456499,E09000014,287,1988,1
2014-09-01,haringey,465220,E09000014,223,2056,1
2014-10-01,haringey,470302,E09000014,251,2141,1
2014-11-01,haringey,464235,E09000014,234,2046,1
2014-12-01,haringey,459313,E09000014,254,1885,1
2015-01-01,haringey,455942,E09000014,183,1930,1
2015-02-01,haringey,452703,E09000014,168,1883,1
2015-03-01,haringey,448991,E09000014,197,2151,1
2015-04-01,haringey,454499,E09000014,184,2063,1
2015-05-01,haringey,461902,E09000014,231,2012,1
2015-06-01,haringey,468982,E09000014,287,2080,1
2015-07-01,haringey,473659,E09000014,319,2326,1
2015-08-01,haringey,488665,E09000014,279,2156,1
2015-09-01,haringey,508006,E09000014,243,2080,1
2015-10-01,haringey,514514,E09000014,258,2260,1
2015-11-01,haringey,521418,E09000014,201,2330,1
2015-12-01,haringey,518352,E09000014,215,2212,1
2016-01-01,haringey,519383,E09000014,180,2051,1
2016-02-01,haringey,512198,E09000014,183,2173,1
2016-03-01,haringey,510397,E09000014,356,2292,1
2016-04-01,haringey,511922,E09000014,147,2249,1
2016-05-01,haringey,524868,E09000014,159,2489,1
2016-06-01,haringey,530878,E09000014,194,2355,1
2016-07-01,haringey,541366,E09000014,219,2560,1
2016-08-01,haringey,531544,E09000014,207,2314,1
2016-09-01,haringey,541346,E09000014,205,2490,1
2016-10-01,haringey,537787,E09000014,149,2371,1
2016-11-01,haringey,535334,E09000014,133,2382,1
2016-12-01,haringey,535097,E09000014,160,2491,1
2017-01-01,haringey,551095,E09000014,131,2260,1
2017-02-01,haringey,567200,E09000014,154,2240,1
2017-03-01,haringey,558971,E09000014,165,2442,1
2017-04-01,haringey,545404,E09000014,124,2413,1
2017-05-01,haringey,548124,E09000014,148,2577,1
2017-06-01,haringey,559882,E09000014,204,2504,1
2017-07-01,haringey,568448,E09000014,178,2940,1
2017-08-01,haringey,568649,E09000014,188,2647,1
2017-09-01,haringey,567473,E09000014,176,2556,1
2017-10-01,haringey,558083,E09000014,184,2648,1
2017-11-01,haringey,544696,E09000014,160,2806,1
2017-12-01,haringey,549660,E09000014,144,2298,1
2018-01-01,haringey,548502,E09000014,125,2530,1
2018-02-01,haringey,558120,E09000014,122,2276,1
2018-03-01,haringey,549346,E09000014,159,2353,1
2018-04-01,haringey,555449,E09000014,164,2708,1
2018-05-01,haringey,550406,E09000014,206,2688,1
2018-06-01,haringey,547413,E09000014,187,2808,1
2018-07-01,haringey,555991,E09000014,197,2864,1
2018-08-01,haringey,555531,E09000014,236,2474,1
2018-09-01,haringey,560578,E09000014,145,2508,1
2018-10-01,haringey,547444,E09000014,178,2544,1
2018-11-01,haringey,545112,E09000014,164,2704,1
2018-12-01,haringey,544836,E09000014,166,2567,1
2019-01-01,haringey,545524,E09000014,158,2607,1
2019-02-01,haringey,545781,E09000014,130,2519,1
2019-03-01,haringey,537621,E09000014,140,2826,1
2019-04-01,haringey,530148,E09000014,108,2629,1
2019-05-01,haringey,542321,E09000014,151,2799,1
2019-06-01,haringey,541576,E09000014,129,2794,1
2019-07-01,haringey,553882,E09000014,180,3001,1
2019-08-01,haringey,546952,E09000014,186,2467,1
2019-09-01,haringey,556375,E09000014,157,2706,1
2019-10-01,haringey,554542,E09000014,141,2891,1
2019-11-01,haringey,561283,E09000014,141,2670,1
2019-12-01,haringey,568238,E09000014,NaN,2512,1
2012-01-01,harrow,299885,E09000015,163,1225,1
2012-02-01,harrow,298115,E09000015,167,1114,1
2012-03-01,harrow,295844,E09000015,199,1319,1
2012-04-01,harrow,298046,E09000015,125,1058,1
2012-05-01,harrow,296495,E09000015,164,1179,1
2012-06-01,harrow,304640,E09000015,192,1214,1
2012-07-01,harrow,303114,E09000015,191,1201,1
2012-08-01,harrow,310417,E09000015,206,1077,1
2012-09-01,harrow,310984,E09000015,229,1034,1
2012-10-01,harrow,317282,E09000015,223,1152,1
2012-11-01,harrow,313280,E09000015,213,1164,1
2012-12-01,harrow,310752,E09000015,192,1081,1
2013-01-01,harrow,306539,E09000015,169,1193,1
2013-02-01,harrow,309376,E09000015,166,1022,1
2013-03-01,harrow,310967,E09000015,164,1089,1
2013-04-01,harrow,310669,E09000015,185,958,1
2013-05-01,harrow,312444,E09000015,206,1060,1
2013-06-01,harrow,315396,E09000015,208,1012,1
2013-07-01,harrow,321904,E09000015,239,1021,1
2013-08-01,harrow,324906,E09000015,247,1007,1
2013-09-01,harrow,326113,E09000015,234,953,1
2013-10-01,harrow,327432,E09000015,272,1031,1
2013-11-01,harrow,330422,E09000015,261,1082,1
2013-12-01,harrow,336604,E09000015,223,1020,1
2014-01-01,harrow,338590,E09000015,233,1017,1
2014-02-01,harrow,338070,E09000015,204,970,1
2014-03-01,harrow,339747,E09000015,228,1110,1
2014-04-01,harrow,345558,E09000015,201,972,1
2014-05-01,harrow,352324,E09000015,210,1015,1
2014-06-01,harrow,355958,E09000015,268,941,1
2014-07-01,harrow,361408,E09000015,251,1072,1
2014-08-01,harrow,365767,E09000015,245,988,1
2014-09-01,harrow,374181,E09000015,248,1018,1
2014-10-01,harrow,379166,E09000015,263,1137,1
2014-11-01,harrow,386887,E09000015,234,1089,1
2014-12-01,harrow,391894,E09000015,218,970,1
2015-01-01,harrow,390705,E09000015,217,1013,1
2015-02-01,harrow,390585,E09000015,199,1038,1
2015-03-01,harrow,387555,E09000015,197,1061,1
2015-04-01,harrow,393544,E09000015,212,987,1
2015-05-01,harrow,396812,E09000015,224,1142,1
2015-06-01,harrow,401895,E09000015,309,1046,1
2015-07-01,harrow,406672,E09000015,433,964,1
2015-08-01,harrow,418115,E09000015,258,1042,1
2015-09-01,harrow,424056,E09000015,290,1109,1
2015-10-01,harrow,428842,E09000015,258,1191,1
2015-11-01,harrow,428610,E09000015,257,1242,1
2015-12-01,harrow,435864,E09000015,253,1154,1
2016-01-01,harrow,437028,E09000015,222,1112,1
2016-02-01,harrow,444319,E09000015,182,1020,1
2016-03-01,harrow,447038,E09000015,462,1172,1
2016-04-01,harrow,451488,E09000015,112,1067,1
2016-05-01,harrow,451186,E09000015,136,1137,1
2016-06-01,harrow,449362,E09000015,197,1194,1
2016-07-01,harrow,454260,E09000015,191,1221,1
2016-08-01,harrow,461109,E09000015,186,1058,1
2016-09-01,harrow,461614,E09000015,145,1130,1
2016-10-01,harrow,465172,E09000015,166,1143,1
2016-11-01,harrow,459735,E09000015,173,1149,1
2016-12-01,harrow,464037,E09000015,197,1190,1
2017-01-01,harrow,457832,E09000015,164,1056,1
2017-02-01,harrow,465420,E09000015,170,1072,1
2017-03-01,harrow,466479,E09000015,197,1245,1
2017-04-01,harrow,476522,E09000015,149,1156,1
2017-05-01,harrow,474678,E09000015,150,1213,1
2017-06-01,harrow,473769,E09000015,182,1183,1
2017-07-01,harrow,466812,E09000015,200,1255,1
2017-08-01,harrow,467853,E09000015,192,1113,1
2017-09-01,harrow,470769,E09000015,168,1165,1
2017-10-01,harrow,479341,E09000015,156,1265,1
2017-11-01,harrow,475681,E09000015,197,1206,1
2017-12-01,harrow,474005,E09000015,177,1028,1
2018-01-01,harrow,473778,E09000015,172,1240,1
2018-02-01,harrow,474510,E09000015,148,1088,1
2018-03-01,harrow,472443,E09000015,185,1120,1
2018-04-01,harrow,465391,E09000015,144,1046,1
2018-05-01,harrow,462891,E09000015,147,1290,1
2018-06-01,harrow,465051,E09000015,249,1243,1
2018-07-01,harrow,464941,E09000015,204,1381,1
2018-08-01,harrow,464558,E09000015,225,1144,1
2018-09-01,harrow,461838,E09000015,193,1232,1
2018-10-01,harrow,464762,E09000015,200,1391,1
2018-11-01,harrow,458449,E09000015,166,1403,1
2018-12-01,harrow,462278,E09000015,201,1320,1
2019-01-01,harrow,453365,E09000015,169,1452,1
2019-02-01,harrow,454321,E09000015,165,1341,1
2019-03-01,harrow,445063,E09000015,184,1446,1
2019-04-01,harrow,446304,E09000015,144,1384,1
2019-05-01,harrow,443200,E09000015,177,1457,1
2019-06-01,harrow,448131,E09000015,166,1473,1
2019-07-01,harrow,445549,E09000015,159,1555,1
2019-08-01,harrow,449306,E09000015,191,1373,1
2019-09-01,harrow,451900,E09000015,173,1451,1
2019-10-01,harrow,454211,E09000015,164,1582,1
2019-11-01,harrow,451076,E09000015,173,1436,1
2019-12-01,harrow,450022,E09000015,NaN,1429,1
2012-01-01,havering,220724,E09000016,206,1371,1
2012-02-01,havering,220202,E09000016,217,1441,1
2012-03-01,havering,220041,E09000016,339,1610,1
2012-04-01,havering,219154,E09000016,189,1334,1
2012-05-01,havering,219794,E09000016,255,1440,1
2012-06-01,havering,220177,E09000016,205,1337,1
2012-07-01,havering,222616,E09000016,266,1357,1
2012-08-01,havering,221084,E09000016,247,1349,1
2012-09-01,havering,222992,E09000016,205,1283,1
2012-10-01,havering,223245,E09000016,208,1379,1
2012-11-01,havering,225451,E09000016,242,1479,1
2012-12-01,havering,223743,E09000016,231,1452,1
2013-01-01,havering,220136,E09000016,181,1383,1
2013-02-01,havering,220162,E09000016,187,1284,1
2013-03-01,havering,220311,E09000016,237,1381,1
2013-04-01,havering,222967,E09000016,260,1259,1
2013-05-01,havering,225170,E09000016,244,1325,1
2013-06-01,havering,224958,E09000016,266,1192,1
2013-07-01,havering,227203,E09000016,343,1339,1
2013-08-01,havering,226306,E09000016,366,1236,1
2013-09-01,havering,228985,E09000016,357,1254,1
2013-10-01,havering,231248,E09000016,377,1327,1
2013-11-01,havering,233489,E09000016,363,1234,1
2013-12-01,havering,236211,E09000016,393,1268,1
